"","City","State","Income","Year","MSA"
"528","San Jose","California",76593,2011,"San Jose-Sunnyvale-Santa Clara, CA MSA"
"529","Seattle","Washington",86822,2017,"Seattle-Tacoma-Bellevue, WA MSA"
"530","Seattle","Washington",64473,2012,"Seattle-Tacoma-Bellevue, WA MSA"
"531","Seattle","Washington",115409,2022,"Seattle-Tacoma-Bellevue, WA MSA"
"532","Seattle","Washington",61037,2011,"Seattle-Tacoma-Bellevue, WA MSA"
"533","Seattle","Washington",93481,2018,"Seattle-Tacoma-Bellevue, WA MSA"
"534","Seattle","Washington",83476,2016,"Seattle-Tacoma-Bellevue, WA MSA"
"535","Seattle","Washington",70172,2013,"Seattle-Tacoma-Bellevue, WA MSA"
"536","Seattle","Washington",102486,2019,"Seattle-Tacoma-Bellevue, WA MSA"
"537","Seattle","Washington",80349,2015,"Seattle-Tacoma-Bellevue, WA MSA"
"538","Seattle","Washington",70975,2014,"Seattle-Tacoma-Bellevue, WA MSA"
"539","Seattle","Washington",60212,2010,"Seattle-Tacoma-Bellevue, WA MSA"
"540","Seattle","Washington",110781,2021,"Seattle-Tacoma-Bellevue, WA MSA"
"541","St. Louis","Missouri",38397,2015,"St. Louis, MO-IL MSA"
"542","St. Louis","Missouri",35959,2014,"St. Louis, MO-IL MSA"
"543","St. Louis","Missouri",49965,2021,"St. Louis, MO-IL MSA"
"544","St. Louis","Missouri",32688,2010,"St. Louis, MO-IL MSA"
"545","St. Louis","Missouri",52847,2022,"St. Louis, MO-IL MSA"
"546","St. Louis","Missouri",41441,2017,"St. Louis, MO-IL MSA"
"547","St. Louis","Missouri",31997,2012,"St. Louis, MO-IL MSA"
"548","St. Louis","Missouri",43889,2018,"St. Louis, MO-IL MSA"
"549","St. Louis","Missouri",40346,2016,"St. Louis, MO-IL MSA"
"550","St. Louis","Missouri",47176,2019,"St. Louis, MO-IL MSA"
"551","St. Louis","Missouri",32570,2011,"St. Louis, MO-IL MSA"
"552","St. Louis","Missouri",34488,2013,"St. Louis, MO-IL MSA"
"553","Tampa","Florida",40894,2012,"Tampa-St Petersburg-Clearwater, FL MSA"
"554","Tampa","Florida",71089,2022,"Tampa-St Petersburg-Clearwater, FL MSA"
"555","Tampa","Florida",54599,2018,"Tampa-St Petersburg-Clearwater, FL MSA"
"556","Tampa","Florida",42649,2013,"Tampa-St Petersburg-Clearwater, FL MSA"
"557","Tampa","Florida",44432,2015,"Tampa-St Petersburg-Clearwater, FL MSA"
"558","Tampa","Florida",50405,2016,"Tampa-St Petersburg-Clearwater, FL MSA"
"559","Tampa","Florida",63404,2021,"Tampa-St Petersburg-Clearwater, FL MSA"
"560","Tampa","Florida",40073,2011,"Tampa-St Petersburg-Clearwater, FL MSA"
"561","Tampa","Florida",40883,2010,"Tampa-St Petersburg-Clearwater, FL MSA"
"562","Tampa","Florida",57709,2019,"Tampa-St Petersburg-Clearwater, FL MSA"
"563","Tampa","Florida",45709,2014,"Tampa-St Petersburg-Clearwater, FL MSA"
"564","Tampa","Florida",50489,2017,"Tampa-St Petersburg-Clearwater, FL MSA"
"565","Virginia Beach","Virginia",64614,2011,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"566","Virginia Beach","Virginia",64212,2010,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"567","Virginia Beach","Virginia",67281,2015,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"568","Virginia Beach","Virginia",71117,2016,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"569","Virginia Beach","Virginia",72586,2017,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"570","Virginia Beach","Virginia",83245,2022,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"571","Virginia Beach","Virginia",79054,2019,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"572","Virginia Beach","Virginia",77059,2018,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"573","Virginia Beach","Virginia",68816,2014,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"574","Virginia Beach","Virginia",81634,2021,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"575","Virginia Beach","Virginia",62855,2013,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"576","Virginia Beach","Virginia",61626,2012,"Virginia Beach-Norfolk-Newport News, VA-NC MSA"
"577","Washington","District of Columbia",66583,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"578","Washington","District of Columbia",90088,2021,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"579","Washington","District of Columbia",101027,2022,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"580","Washington","District of Columbia",71648,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"581","Washington","District of Columbia",92266,2019,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"582","Washington","District of Columbia",63124,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"583","Washington","District of Columbia",75628,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"584","Washington","District of Columbia",75506,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"585","Washington","District of Columbia",85203,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"586","Washington","District of Columbia",82372,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"587","Washington","District of Columbia",67572,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
"588","Washington","District of Columbia",60903,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA"
